eid,cid,et,tp,id
"7594937621960","1989247530887","Property","5644,32","28.07.2023 21:45:43"
"526754411168","1156728646867","Property","4348,75","28.07.2023 21:45:43"
"9773039047288","9563893786115","Bodily Injury","41595,10","28.07.2023 21:45:43"
"9155834161354","3253199208559","Property","29297,93","28.07.2023 21:45:43"
"2711880637630","9533721248895","Bodily Injury","49761,50","28.07.2023 21:45:43"
"1343351435370","1731253785515","Property","42390,84","28.07.2023 21:45:43"
"7824909736351","9244213272669","Bodily Injury","7256,89","28.07.2023 21:45:43"
"3712170678478","8213154828826","Property","10938,35","28.07.2023 21:45:43"
"6002412321253","101236264408","Vehicle","46345,61","28.07.2023 21:45:43"
"2395633066638","5089833851887","Property","48126,23","28.07.2023 21:45:43"
"6933399351154","2116385973602","Bodily Injury","35944,81","28.07.2023 21:45:43"
"2890705882069","663609545119","Vehicle","3739,31","28.07.2023 21:45:43"
"2785883151530","3184157804719","Bodily Injury","8602,65","28.07.2023 21:45:43"
"6972976335414","5030443348121","Bodily Injury","40412,35","28.07.2023 21:45:43"
"8836164034627","9236824084836","Property","18009,32","28.07.2023 21:45:43"
"867243370684","464472510356","Property","6829,54","28.07.2023 21:45:43"
"6798480097567","7388194488231","Property","4028,45","28.07.2023 21:45:43"
"3262996286992","6120084607290","Vehicle","7218,34","28.07.2023 21:45:43"
"6665922822158","2042484845167","Vehicle","26769,75","28.07.2023 21:45:43"
"3861892079017","4834809266441","Bodily Injury","16817,94","28.07.2023 21:45:43"
"9841192037830","6316079668692","Property","11981,91","28.07.2023 21:45:43"
"7911486463506","6208119050056","Property","22466,45","28.07.2023 21:45:43"
"6489672691214","9137276625697","Vehicle","31021,84","28.07.2023 21:45:43"
"3907185664392","7447227747489","Property","49617,27","28.07.2023 21:45:43"
"5677810564966","9834661030886","Bodily Injury","8417,42","28.07.2023 21:45:43"
"6798506598163","353101433487","Vehicle","28680,83","28.07.2023 21:45:43"
"4759648789708","4354286507392","Bodily Injury","34731,72","28.07.2023 21:45:43"
"9052290319518","756098183456","Bodily Injury","38813,26","28.07.2023 21:45:43"
"7933250524567","4413128190889","Vehicle","25157,54","28.07.2023 21:45:43"
"8459940023419","4618883926537","Vehicle","49180,91","28.07.2023 21:45:43"
"1121437804767","9638597644282","Vehicle","25390,66","28.07.2023 21:45:43"
"995833277673","1725458986506","Bodily Injury","46885,64","28.07.2023 21:45:43"
"5909413020298","3365876376327","Bodily Injury","19428,23","28.07.2023 21:45:43"
"4806723494116","9890842316900","Property","3312,49","28.07.2023 21:45:43"
"5112073870933","8494189561652","Bodily Injury","34921,30","28.07.2023 21:45:43"
"560639337137","2149398432192","Vehicle","26913,42","28.07.2023 21:45:43"
"5082549245943","4932427594374","Bodily Injury","26214,76","28.07.2023 21:45:43"
"2766192062872","158802561121","Property","39223,50","28.07.2023 21:45:43"
"3121539133365","5538702036627","Vehicle","5748,27","28.07.2023 21:45:43"
"3251519370100","3994541506703","Vehicle","39035,90","28.07.2023 21:45:43"
"818979395138","5087496586826","Bodily Injury","32397,47","28.07.2023 21:45:43"
"2930780731307","1871552379420","Bodily Injury","24109,26","28.07.2023 21:45:43"
"4255415740963","4243625233468","Bodily Injury","15844,18","28.07.2023 21:45:43"
"9234882484038","2286566929841","Property","2823,40","28.07.2023 21:45:43"
"854941718830","1895545598509","Property","25951,53","28.07.2023 21:45:43"
"6639849287169","9815460031308","Vehicle","23185,00","28.07.2023 21:45:43"
"9112847624139","8396842969872","Vehicle","24446,35","28.07.2023 21:45:43"
"7057421217344","872902319571","Vehicle","2123,89","28.07.2023 21:45:43"
"7864800504020","905886529221","Vehicle","38608,42","28.07.2023 21:45:43"
"1761312102598","4949132746070","Property","14051,91","28.07.2023 21:45:43"
"9701326583620","2743884451447","Property","44563,94","28.07.2023 21:45:43"
"2187269663092","916037016614","Property","8535,54","28.07.2023 21:45:43"
"7657991367940","1857365045859","Property","36699,50","28.07.2023 21:45:43"
"4364708858658","345077510773","Property","39007,25","28.07.2023 21:45:43"
"6148444911523","9724648445646","Property","25942,14","28.07.2023 21:45:43"
"5947236457967","7169157090661","Bodily Injury","39915,59","28.07.2023 21:45:43"
"4850744921112","624282161503","Bodily Injury","13529,85","28.07.2023 21:45:43"
"2080966220632","2820804154226","Vehicle","4794,91","28.07.2023 21:45:43"
"3070275756648","1381625479530","Vehicle","48244,85","28.07.2023 21:45:43"
"6660231132669","9052647723230","Vehicle","44306,90","28.07.2023 21:45:43"
"5115522909852","2704573467844","Property","29747,01","28.07.2023 21:45:43"
"1661972290666","3861094574396","Property","37061,11","28.07.2023 21:45:43"
"2255323490868","2977159212289","Bodily Injury","29383,02","28.07.2023 21:45:43"
"940018021589","1987017930254","Bodily Injury","25790,92","28.07.2023 21:45:43"
"5542674049173","2240687964843","Property","15058,23","28.07.2023 21:45:43"
"1267393588231","3670677668828","Bodily Injury","1001,87","28.07.2023 21:45:43"
"9773962395895","6017733012178","Property","47948,22","28.07.2023 21:45:43"
"9539302364059","8284324870231","Vehicle","7441,22","28.07.2023 21:45:43"
"4587432896863","4188526673692","Vehicle","18802,83","28.07.2023 21:45:43"
"4093003628331","8629479670614","Vehicle","843,21","28.07.2023 21:45:43"
"2876554524787","8557557059656","Vehicle","17984,75","28.07.2023 21:45:43"
"491980176927","3938611278670","Vehicle","39153,90","28.07.2023 21:45:43"
"9723683943341","2287286064310","Property","7292,80","28.07.2023 21:45:43"
"4050433676109","7967641966691","Bodily Injury","30511,62","28.07.2023 21:45:43"
"7157569267961","5516634355569","Property","45883,21","28.07.2023 21:45:43"
"7764632846503","4658541077126","Vehicle","20169,84","28.07.2023 21:45:43"
"3862454395781","7040798516248","Bodily Injury","33406,84","28.07.2023 21:45:43"
"7675992454482","7042162358565","Property","31921,80","28.07.2023 21:45:43"
"9496527633438","1231708352031","Bodily Injury","18802,45","28.07.2023 21:45:43"
"4265120218886","943165782610","Vehicle","27224,98","29.07.2023 21:45:43"
"2689657135561","5005815967835","Vehicle","31799,64","29.07.2023 21:45:43"
"6267819347391","1060806912150","Vehicle","8795,06","29.07.2023 21:45:43"
"1206749697521","7039465684928","Bodily Injury","22533,01","29.07.2023 21:45:43"
"5479740998719","9686921389819","Property","31571,61","29.07.2023 21:45:43"
"714898714924","470557850834","Property","35561,73","29.07.2023 21:45:43"
"5394627423649","9339130957589","Property","27145,24","29.07.2023 21:45:43"
"6679070121785","7294396828906","Bodily Injury","40792,82","29.07.2023 21:45:43"
"3806855584795","8233764803005","Vehicle","40657,84","29.07.2023 21:45:43"
"3835626311080","3805883008952","Property","39691,26","29.07.2023 21:45:43"
"8658663316541","6382334995254","Property","3419,30","29.07.2023 21:45:43"
"3464129582080","7561740762469","Bodily Injury","1937,81","29.07.2023 21:45:43"
"1993319637436","800905167988","Vehicle","18623,67","29.07.2023 21:45:43"
"182195929105","8703695596378","Vehicle","8978,56","29.07.2023 21:45:43"
"2130460919858","8652502276271","Vehicle","30834,82","29.07.2023 21:45:43"
"329843503365","8880408939116","Property","36786,08","29.07.2023 21:45:43"
"6506107619089","7739859690362","Bodily Injury","17643,98","29.07.2023 21:45:43"
"211774682535","9787909359600","Bodily Injury","26770,25","29.07.2023 21:45:43"
"3135136402830","9388539264116","Property","18299,68","29.07.2023 21:45:43"
"5131770556574","2114364315556","Bodily Injury","35709,51","29.07.2023 21:45:43"
"3675628562806","4231994292231","Bodily Injury","15384,79","29.07.2023 21:45:43"
"3809301030940","3332365050016","Bodily Injury","32033,83","29.07.2023 21:45:43"
"6744893856773","6984258155110","Property","33495,70","29.07.2023 21:45:43"
"5337869518789","8331559387151","Vehicle","21317,42","29.07.2023 21:45:43"
"8152510807455","604418627631","Bodily Injury","37833,92","29.07.2023 21:45:43"
"3593235034477","1598895821272","Property","16907,56","29.07.2023 21:45:43"
"612417222245","3699227165971","Property","12925,37","29.07.2023 21:45:43"
"3042502391774","5062467999397","Vehicle","15023,99","29.07.2023 21:45:43"
"6227861980299","2385420033186","Vehicle","33554,02","29.07.2023 21:45:43"
"6283559520418","2974811276317","Bodily Injury","7854,75","29.07.2023 21:45:43"
"2979266277545","520405750139","Vehicle","38219,20","29.07.2023 21:45:43"
"5062859094497","1228064174462","Bodily Injury","39377,27","29.07.2023 21:45:43"
"8425684228589","5343209334598","Bodily Injury","24446,26","29.07.2023 21:45:43"
"9056571423529","7281403116478","Bodily Injury","27366,78","29.07.2023 21:45:43"
"5943321682091","1343847535870","Property","45388,68","29.07.2023 21:45:43"
"9847385673998","5499212946422","Property","14648,94","29.07.2023 21:45:43"
"3950051582874","1790695252417","Vehicle","44082,62","29.07.2023 21:45:43"
"9487896165032","8289421584197","Bodily Injury","13890,18","29.07.2023 21:45:43"
"1063920379445","5367955533462","Vehicle","10468,36","29.07.2023 21:45:43"
"2127261853192","2457817847313","Vehicle","13277,07","29.07.2023 21:45:43"
"9394357335423","7157721980917","Property","27735,80","29.07.2023 21:45:43"
"7113815628741","2697477802095","Vehicle","35861,88","29.07.2023 21:45:43"
"4152510136352","115002478388","Property","36180,99","29.07.2023 21:45:43"
"6603778399071","3722268160272","Property","44993,60","29.07.2023 21:45:43"
"7354701707041","1512279775458","Property","1692,00","29.07.2023 21:45:43"
"9542652579674","8697061780314","Property","20922,77","29.07.2023 21:45:43"
"8335593133447","2268940241816","Property","18672,52","29.07.2023 21:45:43"
"6669383507001","2906233317217","Property","43602,50","29.07.2023 21:45:43"
"7704296016513","3436160436357","Vehicle","36508,93","29.07.2023 21:45:43"
"8113815685124","1889898237695","Property","38428,16","29.07.2023 21:45:43"
"8855260363713","3128401867738","Property","5208,35","29.07.2023 21:45:43"
"3422338967524","7842815803570","Vehicle","41308,66","29.07.2023 21:45:43"
"1545572315475","8211723200525","Property","47099,66","29.07.2023 21:45:43"
"135313990692","2378161563942","Property","10620,97","29.07.2023 21:45:43"
"670342513515","3619401912913","Property","45779,71","29.07.2023 21:45:43"
"1052159668615","2006830178787","Vehicle","28440,91","29.07.2023 21:45:43"
"2536163557634","8456710443893","Bodily Injury","12800,68","29.07.2023 21:45:43"
"1821054863743","6688170974000","Vehicle","5129,18","29.07.2023 21:45:43"
"2171387819120","2396986169209","Vehicle","20670,48","29.07.2023 21:45:43"
"836613485562","3128088395658","Property","49791,27","29.07.2023 21:45:43"
"7568354721311","5758962162268","Property","22257,61","29.07.2023 21:45:43"
"4123312669285","5943609936649","Vehicle","2000,30","29.07.2023 21:45:43"
"5917426879391","6639427154864","Property","2950,61","29.07.2023 21:45:43"
"5151700270220","6058508610202","Property","23885,03","29.07.2023 21:45:43"
"9862363053001","2009398452812","Property","46543,22","29.07.2023 21:45:43"
"8551126374335","1856229291067","Vehicle","20891,93","29.07.2023 21:45:43"
"379572804086","8327033525638","Property","23058,21","29.07.2023 21:45:43"
"2314931080551","4057928320613","Property","29507,47","29.07.2023 21:45:43"
"6536145908108","8842040617298","Bodily Injury","27122,61","29.07.2023 21:45:43"
"4979495042289","8003080383367","Vehicle","36993,29","29.07.2023 21:45:43"
"1161034926232","7375756775489","Vehicle","34662,24","29.07.2023 21:45:43"
"207537649550","3589134508660","Vehicle","18210,49","29.07.2023 21:45:43"
"342040490286","2792052555884","Bodily Injury","49989,13","29.07.2023 21:45:43"
"7347665414315","5405376173842","Vehicle","32804,36","29.07.2023 21:45:43"
"2910205106512","2808717206113","Bodily Injury","9431,47","29.07.2023 21:45:43"
"7188068632333","9054177586164","Vehicle","571,64","29.07.2023 21:45:43"
"6638917748781","9538511071654","Property","3679,83","29.07.2023 21:45:43"
"5133552451762","8928409594910","Vehicle","48392,54","29.07.2023 21:45:43"
"8642450027062","3678930065472","Property","42896,57","29.07.2023 21:45:43"
"2517951498797","8089814436472","Property","23601,69","29.07.2023 21:45:43"
"6919351027484","3490925913183","Vehicle","3719,32","29.07.2023 21:45:43"
"7400241087632","4657294229803","Bodily Injury","34224,44","29.07.2023 21:45:43"
"4443564478774","7169059144950","Property","13914,80","29.07.2023 21:45:43"
"6427293961732","4223914230134","Vehicle","19352,95","29.07.2023 21:45:43"
"9136809197258","687693272905","Bodily Injury","44471,25","29.07.2023 21:45:43"
"8237151271762","7122974530428","Bodily Injury","24015,12","29.07.2023 21:45:43"
"4254564738126","9030265084062","Bodily Injury","46330,37","29.07.2023 21:45:43"
"9050253696230","7493328136825","Bodily Injury","7401,22","29.07.2023 21:45:43"
"2276389994916","2853782609263","Bodily Injury","3520,54","29.07.2023 21:45:43"
"1170310621308","2953167443181","Bodily Injury","5708,56","29.07.2023 21:45:43"
"2882749803948","1553461386544","Vehicle","25242,79","29.07.2023 21:45:43"
"5101702372261","6093821842137","Property","7903,57","29.07.2023 21:45:43"
"8216260452485","9681015901465","Property","14323,20","29.07.2023 21:45:43"
"6367821195862","1317948600433","Property","13320,39","29.07.2023 21:45:43"
"4142731907246","4682780250669","Vehicle","8775,43","29.07.2023 21:45:43"
"9795754766816","6519847214448","Bodily Injury","36508,42","29.07.2023 21:45:43"
"5561211289545","375569105756","Vehicle","37086,06","29.07.2023 21:45:43"
"1966949536608","4423670517672","Bodily Injury","40584,74","29.07.2023 21:45:43"
"7651544370072","6105979613551","Property","27358,56","29.07.2023 21:45:43"
"1471269159922","7754682544315","Bodily Injury","14739,12","29.07.2023 21:45:43"
"7781818147143","8985842994229","Property","40500,38","29.07.2023 21:45:43"
"3362206575819","9975702831934","Vehicle","49181,70","29.07.2023 21:45:43"
"1988243413369","3048006745462","Property","32273,60","29.07.2023 21:45:43"
"456825852462","692927797495","Bodily Injury","17411,31","29.07.2023 21:45:43"
"6344860424326","4411207193236","Bodily Injury","31491,12","29.07.2023 21:45:43"
"6714961065702","6224221993452","Vehicle","18442,32","29.07.2023 21:45:43"
"4378911683872","7508022649063","Property","45503,49","29.07.2023 21:45:43"
"231513332955","7301663531132","Property","20111,06","29.07.2023 21:45:43"
"3949739359561","2964741427428","Bodily Injury","21169,80","29.07.2023 21:45:43"
"5849412624598","4893687269671","Vehicle","46764,71","29.07.2023 21:45:43"
"9230695362525","668890033394","Property","41761,65","29.07.2023 21:45:43"
"9566094389432","3163591551358","Vehicle","29514,29","29.07.2023 21:45:43"
"493065070155","711022441941","Bodily Injury","18023,25","29.07.2023 21:45:43"
"4690907374723","6842121803192","Bodily Injury","11456,96","29.07.2023 21:45:43"
"8037594237736","1665712643601","Bodily Injury","38782,58","29.07.2023 21:45:43"
"1547575069081","2217964327705","Property","25824,40","29.07.2023 21:45:43"
"5942375733882","7318240326310","Property","22506,47","29.07.2023 21:45:43"
"6659070046751","1146759566666","Bodily Injury","4931,62","29.07.2023 21:45:43"
"1169330904928","2770524356162","Vehicle","17144,24","29.07.2023 21:45:43"
"1977800959001","4586262308835","Bodily Injury","35144,05","29.07.2023 21:45:43"
"262210286940","2517925409479","Property","5359,54","29.07.2023 21:45:43"
"6883398213019","2279430057965","Bodily Injury","17777,78","29.07.2023 21:45:43"
"1241272627591","5412613316365","Vehicle","20980,05","29.07.2023 21:45:43"
"6016529247414","547710908514","Property","31826,93","29.07.2023 21:45:43"
"3176858614074","7344717937842","Bodily Injury","25635,02","29.07.2023 21:45:43"
"9057399069003","1515683263790","Vehicle","14653,04","29.07.2023 21:45:43"
"8050575754610","9294506535307","Bodily Injury","3857,77","29.07.2023 21:45:43"
"938318374194","9685859694671","Vehicle","5700,63","29.07.2023 21:45:43"
"2265927373889","6116378852609","Property","46679,09","29.07.2023 21:45:43"
"4332008303021","4095457467599","Property","1039,61","29.07.2023 21:45:43"
"6858201304683","4320911528582","Property","7600,68","29.07.2023 21:45:43"
"1148208610065","5422705976058","Bodily Injury","5740,18","29.07.2023 21:45:43"
"552451680968","3472492486842","Vehicle","29535,73","29.07.2023 21:45:43"
"3408980957724","4941882067853","Property","35545,01","29.07.2023 21:45:43"
"9303120754120","5171828265529","Vehicle","40048,47","29.07.2023 21:45:43"
"8964224277149","2538458424784","Property","21921,29","29.07.2023 21:45:43"
"779186922810","8660196058604","Property","1822,29","29.07.2023 21:45:43"
"1850291254800","5104059599730","Bodily Injury","13272,21","29.07.2023 21:45:43"
"3367465480815","9616339272491","Bodily Injury","3899,80","29.07.2023 21:45:43"
"9604830880070","9818123744322","Bodily Injury","40315,10","29.07.2023 21:45:43"
"1608919138087","6397198096028","Property","40286,36","29.07.2023 21:45:43"
"4652083275011","5749083427366","Bodily Injury","10552,21","29.07.2023 21:45:43"
"5486826680779","4820695812119","Property","13008,28","29.07.2023 21:45:43"
"7304957932968","8073634742049","Bodily Injury","24279,45","29.07.2023 21:45:43"
"4955180080807","1039716825798","Property","16353,43","29.07.2023 21:45:43"
"1874991955916","2207965494697","Vehicle","13615,76","29.07.2023 21:45:43"
"7895604991376","3898634843925","Vehicle","37309,08","29.07.2023 21:45:43"
"6949415659458","1546281823112","Vehicle","37783,79","29.07.2023 21:45:43"
"8786910857973","8537607704300","Bodily Injury","16838,37","29.07.2023 21:45:43"
"9850369043232","3634997501992","Bodily Injury","46628,47","29.07.2023 21:45:43"
"7849137723434","2791487002590","Vehicle","415,90","29.07.2023 21:45:43"
"4179568289446","8590788896269","Bodily Injury","49421,10","29.07.2023 21:45:43"
"9044847753929","6058604771169","Vehicle","10020,91","29.07.2023 21:45:43"
"1251089288486","2825379799878","Vehicle","15704,86","29.07.2023 21:45:43"
"5127996857975","5351318752048","Vehicle","2053,25","29.07.2023 21:45:43"
"6021928785617","9599811480240","Bodily Injury","29081,54","29.07.2023 21:45:43"
"2451080422077","7864056418280","Property","15305,91","29.07.2023 21:45:43"
"3061426762050","513715713923","Bodily Injury","14727,65","29.07.2023 21:45:43"
"3597014050732","6001365512093","Property","14230,24","29.07.2023 21:45:43"
"8695023921940","385248409231","Bodily Injury","9352,71","29.07.2023 21:45:43"
"8294531219242","6937503395254","Vehicle","47857,85","29.07.2023 21:45:43"
"4855365456955","8238100270154","Vehicle","18891,93","29.07.2023 21:45:43"
"8772049389982","8735734052168","Property","35152,43","29.07.2023 21:45:43"
"5301555059952","1838717612984","Vehicle","4706,58","29.07.2023 21:45:43"
"4107771873989","8011934674367","Bodily Injury","8629,26","29.07.2023 21:45:43"
"1342596727623","7276860627491","Bodily Injury","5610,57","29.07.2023 21:45:43"
"8721491633180","4852817010654","Property","45742,42","29.07.2023 21:45:43"
"9566744199855","7200298854052","Vehicle","6955,48","29.07.2023 21:45:43"
"6425909300316","2421288788724","Vehicle","41991,60","29.07.2023 21:45:43"
"6932909141244","2973710371243","Vehicle","23161,52","29.07.2023 21:45:43"
"6843896358663","9110690698671","Property","3675,93","29.07.2023 21:45:43"
"4869284739543","510210720545","Vehicle","12705,37","29.07.2023 21:45:43"
"3347133743253","3057866749714","Vehicle","37351,72","29.07.2023 21:45:43"
"6205017165702","8341282564126","Vehicle","19347,59","29.07.2023 21:45:43"
"7844931879950","6699066745145","Bodily Injury","10005,05","29.07.2023 21:45:43"
"7924702803866","1050532650905","Vehicle","3977,70","29.07.2023 21:45:43"
"6546030036942","2555971720375","Vehicle","15956,98","29.07.2023 21:45:43"
"7580591693898","3305281004935","Bodily Injury","5311,84","29.07.2023 21:45:43"
"8860703676962","8086371214865","Property","28332,00","29.07.2023 21:45:43"
"8522156730291","787979981606","Vehicle","8757,19","29.07.2023 21:45:43"
"3850747321727","5134734455088","Vehicle","26307,90","29.07.2023 21:45:43"
"4444405803398","3175140024992","Bodily Injury","2344,03","29.07.2023 21:45:43"
"7464793401240","760771115402","Vehicle","10161,43","29.07.2023 21:45:43"
"2802676208994","5066929480890","Vehicle","11346,45","29.07.2023 21:45:43"
"5472625612566","5710139377986","Vehicle","36902,39","29.07.2023 21:45:43"
"2421641807588","3396287746756","Vehicle","1184,27","29.07.2023 21:45:43"
"3070124841114","4694976343807","Vehicle","19076,05","29.07.2023 21:45:43"
"6941439917582","7695802034183","Property","49259,48","29.07.2023 21:45:43"
"917759869384","9878310535057","Vehicle","26647,05","29.07.2023 21:45:43"
"9959353100986","9132524419840","Property","33448,50","29.07.2023 21:45:43"
"9032273163605","1155105979465","Vehicle","43286,33","29.07.2023 21:45:43"
"469318818158","2396229921141","Vehicle","19279,00","29.07.2023 21:45:43"
"7010524152739","1940922721060","Property","32591,05","29.07.2023 21:45:43"
"9960297227496","9747500642762","Bodily Injury","10810,77","29.07.2023 21:45:43"
"9894976560705","3706304161343","Property","28697,07","29.07.2023 21:45:43"
"7550783276191","7466980652342","Property","23978,67","29.07.2023 21:45:43"
"3837514181857","2073424770619","Property","12167,67","29.07.2023 21:45:43"
"7605782961544","8269818926187","Bodily Injury","29577,61","29.07.2023 21:45:43"
"8626544254077","7359285524282","Vehicle","40603,60","29.07.2023 21:45:43"
"6957944163706","1617036580986","Vehicle","19932,96","29.07.2023 21:45:43"
"7783741176770","943165782610","Bodily Injury","857,05","29.07.2023 21:45:43"
"2706865698609","5005815967835","Bodily Injury","15535,94","29.07.2023 21:45:43"
"8367197786156","1060806912150","Vehicle","30047,12","29.07.2023 21:45:43"
"9923859678786","7039465684928","Vehicle","5613,55","29.07.2023 21:45:43"
"8577333304253","9686921389819","Bodily Injury","30304,34","29.07.2023 21:45:43"
"622732496230","470557850834","Vehicle","31160,29","29.07.2023 21:45:43"
"3875593892778","9339130957589","Property","42365,54","29.07.2023 21:45:43"
"7139014669777","7294396828906","Bodily Injury","13674,77","29.07.2023 21:45:43"
"7379935006115","8233764803005","Bodily Injury","41112,31","29.07.2023 21:45:43"
"5040551029117","3805883008952","Property","22658,22","29.07.2023 21:45:43"
"7162662732715","6382334995254","Property","40046,74","29.07.2023 21:45:43"
"8693907308821","7561740762469","Property","37047,96","29.07.2023 21:45:43"
"3771153821668","800905167988","Property","34792,92","29.07.2023 21:45:43"
"6636385808032","8703695596378","Vehicle","40955,52","29.07.2023 21:45:43"
"548329998007","8652502276271","Vehicle","28077,82","29.07.2023 21:45:43"
"6401866754312","8880408939116","Property","10538,42","29.07.2023 21:45:43"
"3130689814284","7739859690362","Bodily Injury","16521,57","29.07.2023 21:45:43"
"6865618468028","9787909359600","Bodily Injury","20577,50","29.07.2023 21:45:43"
"6188821743944","9388539264116","Property","8218,93","29.07.2023 21:45:43"
"9677180046103","2114364315556","Vehicle","15932,50","29.07.2023 21:45:43"
"4157380728084","4231994292231","Bodily Injury","48428,54","29.07.2023 21:45:43"
"6941905525745","3332365050016","Vehicle","40361,60","29.07.2023 21:45:43"
"2069204697484","6984258155110","Vehicle","20940,60","29.07.2023 21:45:43"
"7342360560578","8331559387151","Vehicle","21338,72","29.07.2023 21:45:43"
"1060764647340","604418627631","Vehicle","40789,63","29.07.2023 21:45:43"
"4555758334603","1598895821272","Property","3400,97","29.07.2023 21:45:43"
"3586404397188","3699227165971","Bodily Injury","37640,49","29.07.2023 21:45:43"
"1932758395418","5062467999397","Vehicle","11838,44","29.07.2023 21:45:43"
"4782781773888","2385420033186","Property","46303,98","29.07.2023 21:45:43"
"1108754407588","2974811276317","Bodily Injury","34529,95","29.07.2023 21:45:43"
"2704963214773","520405750139","Property","24727,97","29.07.2023 21:45:43"
"7139054456437","1228064174462","Vehicle","37518,45","29.07.2023 21:45:43"
"2538729521447","5343209334598","Vehicle","38032,96","29.07.2023 21:45:43"
"7692655546004","7281403116478","Bodily Injury","3582,43","29.07.2023 21:45:43"
"6790634604323","1343847535870","Bodily Injury","8630,06","29.07.2023 21:45:43"
"5752830910675","5499212946422","Vehicle","17795,71","29.07.2023 21:45:43"
"5282901395497","1790695252417","Bodily Injury","9851,20","29.07.2023 21:45:43"
"7628272097957","8289421584197","Vehicle","34852,27","29.07.2023 21:45:43"
"6290883401750","5367955533462","Vehicle","3498,60","29.07.2023 21:45:43"
"1451389318966","2457817847313","Property","1499,39","29.07.2023 21:45:43"
"8802840264941","7157721980917","Bodily Injury","21474,88","29.07.2023 21:45:43"
"7584547586227","2697477802095","Bodily Injury","43470,98","29.07.2023 21:45:43"
"794857478252","115002478388","Bodily Injury","24225,38","29.07.2023 21:45:43"
"5161638007812","3722268160272","Bodily Injury","34395,61","29.07.2023 21:45:43"
"8102552623898","1512279775458","Bodily Injury","44072,13","29.07.2023 21:45:43"
"5757109392274","8697061780314","Vehicle","43836,56","29.07.2023 21:45:43"
"671676134449","2268940241816","Vehicle","2763,81","29.07.2023 21:45:43"
"2124088540776","2906233317217","Bodily Injury","2932,72","29.07.2023 21:45:43"
"5262419550134","3436160436357","Bodily Injury","44955,35","29.07.2023 21:45:43"
"3623090842014","1889898237695","Property","6530,56","29.07.2023 21:45:43"
"3529266612520","3128401867738","Bodily Injury","40369,28","29.07.2023 21:45:43"
"4608021079124","7842815803570","Vehicle","38970,92","29.07.2023 21:45:43"
"1946680136403","8211723200525","Property","37818,26","29.07.2023 21:45:43"
"1993017650588","2378161563942","Property","12889,70","29.07.2023 21:45:43"
"9311393162267","3619401912913","Bodily Injury","1803,38","29.07.2023 21:45:43"
"3527217620973","2006830178787","Bodily Injury","14488,11","29.07.2023 21:45:43"
"2555443864877","8456710443893","Bodily Injury","18968,59","29.07.2023 21:45:43"
"1847327137579","6688170974000","Property","10762,74","29.07.2023 21:45:43"
"1632993249839","2396986169209","Vehicle","3415,69","29.07.2023 21:45:43"
"7899193964272","3128088395658","Vehicle","45655,87","29.07.2023 21:45:43"
"8626212610928","5758962162268","Bodily Injury","16763,09","29.07.2023 21:45:43"
"9151016307110","5943609936649","Vehicle","543,61","29.07.2023 21:45:43"
"581059137014","6639427154864","Property","23974,55","29.07.2023 21:45:43"
"5917159690938","6058508610202","Vehicle","8990,34","29.07.2023 21:45:43"
"6881914116236","2009398452812","Bodily Injury","17385,67","29.07.2023 21:45:43"
"9903311422784","1856229291067","Bodily Injury","12163,09","29.07.2023 21:45:43"
"9256986216107","8327033525638","Bodily Injury","49491,63","29.07.2023 21:45:43"
"1452269380789","4057928320613","Vehicle","37567,98","29.07.2023 21:45:43"
"3084173048522","8842040617298","Vehicle","7969,41","29.07.2023 21:45:43"
"8692240004847","8003080383367","Bodily Injury","10556,17","29.07.2023 21:45:43"
"5595164868000","7375756775489","Bodily Injury","13541,70","29.07.2023 21:45:43"
"3112340687859","3589134508660","Vehicle","40857,53","29.07.2023 21:45:43"
"1757942638064","2792052555884","Bodily Injury","12095,91","29.07.2023 21:45:43"
"8755714446921","5405376173842","Property","9160,68","29.07.2023 21:45:43"
"7020262298382","2808717206113","Vehicle","35185,35","29.07.2023 21:45:43"
"4725770697152","9054177586164","Vehicle","41292,80","29.07.2023 21:45:43"
"4624342465012","9538511071654","Vehicle","45895,58","29.07.2023 21:45:43"
"3264730160111","8928409594910","Property","28579,43","29.07.2023 21:45:43"
"1274130996729","3678930065472","Property","19334,05","29.07.2023 21:45:43"
"6872082570602","8089814436472","Vehicle","32409,57","29.07.2023 21:45:43"
"231086950393","3490925913183","Property","34451,88","29.07.2023 21:45:43"
"9856398968800","4657294229803","Vehicle","28266,90","29.07.2023 21:45:43"
"9470932783594","7169059144950","Vehicle","23326,21","29.07.2023 21:45:43"
"1746163127809","4223914230134","Bodily Injury","46311,65","29.07.2023 21:45:43"
"479018476788","687693272905","Vehicle","44336,60","29.07.2023 21:45:43"
"4840765826148","7122974530428","Property","49031,10","29.07.2023 21:45:43"
"7152042006026","9030265084062","Bodily Injury","47363,91","29.07.2023 21:45:43"
"9985381769022","7493328136825","Bodily Injury","29182,55","29.07.2023 21:45:43"
"8214313259740","2853782609263","Vehicle","48179,54","29.07.2023 21:45:43"
"8841060139992","2953167443181","Vehicle","2158,23","29.07.2023 21:45:43"
"4889702454962","1553461386544","Bodily Injury","39786,96","29.07.2023 21:45:43"
"7028164258971","6093821842137","Bodily Injury","48349,00","29.07.2023 21:45:43"
"5587523672316","9681015901465","Property","15158,06","29.07.2023 21:45:43"
"8120906188319","1317948600433","Property","9115,55","29.07.2023 21:45:43"
